0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,1.414213562373095145e+00
3.000000000000000000e+00,1.732050807568877193e+00
4.000000000000000000e+00,2.000000000000000000e+00
5.000000000000000000e+00,2.236067977499789805e+00
6.000000000000000000e+00,2.449489742783177881e+00
7.000000000000000000e+00,2.645751311064590716e+00
8.000000000000000000e+00,2.828427124746190291e+00
9.000000000000000000e+00,3.000000000000000000e+00
1.000000000000000000e+01,3.162277660168379523e+00
1.100000000000000000e+01,3.316624790355399810e+00
1.200000000000000000e+01,3.464101615137754386e+00
1.300000000000000000e+01,3.605551275463989125e+00
1.400000000000000000e+01,3.741657386773941329e+00
1.500000000000000000e+01,3.872983346207417021e+00
1.600000000000000000e+01,4.000000000000000000e+00
1.700000000000000000e+01,4.123105625617660586e+00
1.800000000000000000e+01,4.242640687119284770e+00
1.900000000000000000e+01,4.358898943540673976e+00
2.000000000000000000e+01,4.472135954999579610e+00
2.100000000000000000e+01,4.582575694955839829e+00
2.200000000000000000e+01,4.690415759823429731e+00
2.300000000000000000e+01,4.795831523312719114e+00
2.400000000000000000e+01,4.898979485566355763e+00
2.500000000000000000e+01,5.000000000000000000e+00
2.600000000000000000e+01,5.099019513592784492e+00
2.700000000000000000e+01,5.196152422706632024e+00
2.800000000000000000e+01,5.291502622129181432e+00
2.900000000000000000e+01,5.385164807134503739e+00
3.000000000000000000e+01,5.477225575051661188e+00
3.100000000000000000e+01,5.567764362830021518e+00
3.200000000000000000e+01,5.656854249492380582e+00
3.300000000000000000e+01,5.744562646538028616e+00
3.400000000000000000e+01,5.830951894845300743e+00
3.500000000000000000e+01,5.916079783099616130e+00
3.600000000000000000e+01,6.000000000000000000e+00
3.700000000000000000e+01,6.082762530298219339e+00
3.800000000000000000e+01,6.164414002968976014e+00
3.900000000000000000e+01,6.244997998398398309e+00
4.000000000000000000e+01,6.324555320336759046e+00
4.100000000000000000e+01,6.403124237432848531e+00
4.200000000000000000e+01,6.480740698407860378e+00
4.300000000000000000e+01,6.557438524302000360e+00
4.400000000000000000e+01,6.633249580710799620e+00
4.500000000000000000e+01,6.708203932499369415e+00
4.600000000000000000e+01,6.782329983125268136e+00
4.700000000000000000e+01,6.855654600401043908e+00
4.800000000000000000e+01,6.928203230275508773e+00
4.900000000000000000e+01,7.000000000000000000e+00
5.000000000000000000e+01,7.071067811865475505e+00
5.100000000000000000e+01,7.141428428542850426e+00
5.200000000000000000e+01,7.211102550927978250e+00
5.300000000000000000e+01,7.280109889280518054e+00
5.400000000000000000e+01,7.348469228349534532e+00
5.500000000000000000e+01,7.416198487095662983e+00
5.600000000000000000e+01,7.483314773547882659e+00
5.700000000000000000e+01,7.549834435270749822e+00
5.800000000000000000e+01,7.615773105863908654e+00
5.900000000000000000e+01,7.681145747868607820e+00
6.000000000000000000e+01,7.745966692414834043e+00
6.100000000000000000e+01,7.810249675906653977e+00
6.200000000000000000e+01,7.874007874011811126e+00
6.300000000000000000e+01,7.937253933193772149e+00
6.400000000000000000e+01,8.000000000000000000e+00
6.500000000000000000e+01,8.062257748298549132e+00
6.600000000000000000e+01,8.124038404635960831e+00
6.700000000000000000e+01,8.185352771872450361e+00
6.800000000000000000e+01,8.246211251235321171e+00
6.900000000000000000e+01,8.306623862918074863e+00
7.000000000000000000e+01,8.366600265340755627e+00
7.100000000000000000e+01,8.426149773176359048e+00
7.200000000000000000e+01,8.485281374238569541e+00
7.300000000000000000e+01,8.544003745317530374e+00
7.400000000000000000e+01,8.602325267042626677e+00
7.500000000000000000e+01,8.660254037844387298e+00
7.600000000000000000e+01,8.717797887081347952e+00
7.700000000000000000e+01,8.774964387392122589e+00
7.800000000000000000e+01,8.831760866327847737e+00
7.900000000000000000e+01,8.888194417315588680e+00
8.000000000000000000e+01,8.944271909999159220e+00
8.100000000000000000e+01,9.000000000000000000e+00
8.200000000000000000e+01,9.055385138137417300e+00
8.300000000000000000e+01,9.110433579144299188e+00
8.400000000000000000e+01,9.165151389911679658e+00
8.500000000000000000e+01,9.219544457292887074e+00
8.600000000000000000e+01,9.273618495495703939e+00
8.700000000000000000e+01,9.327379053088815652e+00
8.800000000000000000e+01,9.380831519646859462e+00
8.900000000000000000e+01,9.433981132056603158e+00
9.000000000000000000e+01,9.486832980505138124e+00
9.100000000000000000e+01,9.539392014169456147e+00
9.200000000000000000e+01,9.591663046625438227e+00
9.300000000000000000e+01,9.643650760992954929e+00
9.400000000000000000e+01,9.695359714832658682e+00
9.500000000000000000e+01,9.746794344808963118e+00
9.600000000000000000e+01,9.797958971132711525e+00
9.700000000000000000e+01,9.848857801796103928e+00
9.800000000000000000e+01,9.899494936611665352e+00
9.900000000000000000e+01,9.949874371066199430e+00
1.000000000000000000e+02,1.000000000000000000e+01
